consumption,price,unspecified,hydro,wind_onshore,thermal,solar,export/import,load
2.094,454.94,1e-05,5.754,1.137,0.199,0.000128,4.996090000000001,7.09009
2.061,454.73,1e-05,5.564,1.209,0.205,4.1e-05,4.9171499999999995,6.978149999999999
2.058,455.69,0.0,5.632,1.342,0.204,7e-06,5.119350000000001,7.177350000000001
2.086,455.47,0.0,5.609,1.405,0.199,8e-06,5.12719,7.213189999999999
2.053,454.94,0.0,5.325,1.466,0.195,7e-06,4.93375,6.98675
2.009,452.93,0.0,5.224,1.586,0.194,8e-06,4.994680000000001,7.003680000000001
1.948,451.66,1e-05,5.117,1.636,0.187,8e-06,4.99203,6.94003
1.911,445.72,2e-05,4.976,1.747,0.185,6e-06,4.9970799999999995,6.90808
1.858,447.1,2e-05,4.527,1.721,0.183,1e-06,4.57242,6.43042
1.813,419.85,2.9999999999999997e-05,4.061,1.809,0.174,4e-06,4.230899999999999,6.043899999999999
1.763,403.36,1e-05,3.272,1.855,0.161,1e-06,3.52509,5.28809
1.75,387.45,1e-05,2.855,1.854,0.154,0.0,3.11303,4.86303
1.733,382.36,1e-05,2.805,1.844,0.151,0.0,3.06734,4.80034
1.73,381.83,0.0,2.823,1.851,0.145,1e-06,3.08948,4.81948
1.742,377.59,1e-05,2.743,1.886,0.148,1e-06,3.03435,4.77635
1.733,382.04,2.9999999999999997e-05,2.969,1.884,0.148,2e-06,3.26858,5.001580000000001
1.772,400.71,2e-05,3.517,1.843,0.151,1e-06,3.7382,5.5102
1.794,430.71,2e-05,4.077,1.766,0.15,1e-05,4.198729999999999,5.99273
1.823,440.79,2e-05,4.651,1.635,0.149,0.000152,4.61144,6.43444
1.845,441.21,0.0,4.766,1.432,0.149,0.000352,4.50239,6.34739
1.835,435.17,1e-05,4.754,1.27,0.141,0.00062,4.3307,6.1657
1.82,427.75,1e-05,4.711,1.235,0.14,0.00041299999999999996,4.2663,6.0863000000000005
1.805,424.35,1e-05,4.603,1.323,0.136,0.00032900000000000003,4.25684,6.06184
1.79,416.82,1e-05,4.409,1.132,0.134,0.00019,3.88549,5.67549
1.787,411.42,1e-05,4.451,1.004,0.137,0.000115,3.8049,5.5919
1.793,417.04,2e-05,4.498,0.986,0.143,4e-05,3.83544,5.62844
1.819,439.41,1e-05,4.676,1.211,0.151,8.999999999999999e-06,4.21821,6.03721
1.875,456.06,1e-05,5.145,1.439,0.139,0.0,4.84809,6.72309
1.86,457.75,1e-05,5.24,1.499,0.147,0.0,5.02627,6.886270000000001
1.816,450.44,2e-05,4.913,1.515,0.149,0.0,4.76055,6.57655
1.775,441.21,2e-05,4.916,1.483,0.157,1e-06,4.78122,6.55622
1.742,427.85,2.9999999999999997e-05,4.742,1.33,0.14,0.0,4.4687399999999995,6.2107399999999995
1.714,429.23,0.0,4.336,1.155,0.165,0.0,3.94255,5.65655
1.674,413.54,1e-05,3.735,0.955,0.167,0.0,3.18212,4.85612
1.644,399.73,2e-05,2.649,0.819,0.16,0.0,1.98421,3.62821
1.629,390.64,2e-05,2.55,0.754,0.169,0.0,1.84523,3.47423
1.609,390.75,2.9999999999999997e-05,2.411,0.898,0.169,0.0,1.8688900000000002,3.4778900000000004
1.612,382.71,5e-05,2.359,0.938,0.154,0.0,1.83958,3.45158
1.642,382.71,4e-05,2.301,1.086,0.153,0.0,1.89797,3.53997
1.672,391.49,2e-05,2.21,1.263,0.161,0.0,1.9608800000000002,3.63288
1.734,390.85,2e-05,2.286,1.472,0.163,0.0,2.18696,3.92096
1.749,401.42,1e-05,2.486,1.742,0.161,1.7e-05,2.64098,4.3899799999999995
1.779,413.37,2e-05,3.278,1.875,0.152,0.000223,3.52686,5.30586
1.807,420.55,1e-05,3.683,1.915,0.151,0.00076,3.94185,5.74885
1.802,407.76,1e-05,3.381,1.982,0.15,0.001736,3.71219,5.51419
1.779,401.32,1e-05,3.223,1.972,0.148,0.002836,3.56743,5.34643
1.752,398.15,2e-05,3.261,1.971,0.146,0.003761,3.62973,5.38173
1.739,381.55,1e-05,3.103,1.948,0.141,0.003755,3.4565900000000003,5.19559
1.732,374.05,1e-05,3.076,1.887,0.151,0.002527,3.38431,5.11631
1.755,379.02,1e-05,3.103,1.865,0.153,0.0010760000000000001,3.3674299999999997,5.12243
1.797,401.63,2e-05,3.383,1.735,0.147,0.000146,3.4677,5.2646999999999995
1.87,436.62,1e-05,4.392,1.602,0.155,4e-06,4.2796899999999996,6.14969
1.867,440.0,1e-05,4.62,1.566,0.156,0.0,4.47477,6.34177
1.838,436.62,2e-05,4.754,1.423,0.156,1e-06,4.49494,6.33294
1.811,429.32,2e-05,4.715,1.198,0.172,0.0,4.2748,6.0858
1.768,424.99,0.0,4.54,1.153,0.172,1e-06,4.097479999999999,5.865479999999999
1.693,417.49,1e-05,3.819,1.141,0.18,0.0,3.4477399999999996,5.140739999999999
1.647,411.89,2e-05,3.357,1.303,0.174,0.0,3.18746,4.83446
1.617,392.02,1e-05,3.159,1.276,0.179,0.0,2.99731,4.61431
1.602,381.87,1e-05,3.068,1.26,0.183,0.0,2.9088600000000002,4.51086
1.598,381.66,5e-05,2.853,1.292,0.177,0.0,2.72424,4.32224
1.605,380.71,5.9999999999999995e-05,2.929,1.262,0.174,0.0,2.76016,4.3651599999999995
1.639,381.13,4e-05,3.03,1.355,0.18,1e-06,2.92567,4.5646700000000004
1.702,423.51,2.9999999999999997e-05,4.081,1.477,0.181,0.0,4.03804,5.74004
1.831,438.52,2.9999999999999997e-05,5.197,1.476,0.182,1e-06,5.02349,6.85449
1.912,442.43,2e-05,5.396,1.298,0.181,1e-05,4.9637,6.8757
1.931,443.38,1e-05,5.436,1.238,0.182,0.000191,4.92499,6.85599
1.926,444.97,1e-05,5.463,1.205,0.144,0.000558,4.886699999999999,6.8126999999999995
1.92,445.71,0.0,5.426,1.13,0.141,0.000615,4.77823,6.69823
1.9,442.33,1e-05,5.322,1.016,0.127,0.000575,4.56477,6.46477
1.888,434.08,1e-05,5.331,0.912,0.125,0.000268,4.47912,6.36712
1.886,431.44,1e-05,5.337,0.944,0.112,0.00010499999999999999,4.50743,6.39343
1.907,433.76,2e-05,5.519,0.935,0.109,5.9e-05,4.65691,6.56391
1.917,443.59,1e-05,5.635,1.23,0.109,7.099999999999999e-05,5.0571,6.9741
1.913,444.86,1e-05,5.515,1.476,0.108,2.2e-05,5.186979999999999,7.0999799999999995
1.962,444.33,2e-05,5.527,1.72,0.11,4e-06,5.3956800000000005,7.35768
1.941,444.02,1e-05,5.418,1.826,0.115,8e-06,5.41745,7.3584499999999995
1.917,442.33,1e-05,5.356,1.914,0.114,8e-06,5.4672600000000005,7.38426
1.854,442.33,0.0,5.134,1.944,0.114,6e-06,5.33729,7.19129
1.81,433.76,1e-05,4.869,1.93,0.109,5e-06,5.097510000000001,6.90751
1.772,426.79,1e-05,4.573,1.931,0.108,4e-06,4.84019,6.61219
1.722,416.75,0.0,4.134,1.888,0.106,3e-06,4.40609,6.12809
1.687,392.42,2e-05,3.17,1.866,0.102,1e-06,3.45115,5.13815
1.653,391.36,2e-05,2.945,1.863,0.097,0.0,3.2519699999999996,4.90497
1.64,389.67,1e-05,2.878,1.848,0.097,0.0,3.1824299999999996,4.82243
1.632,379.52,2.9999999999999997e-05,2.791,1.816,0.097,0.0,3.07239,4.70439
1.624,395.07,2.9999999999999997e-05,2.974,1.818,0.098,0.0,3.26676,4.89076
1.629,429.13,2e-05,3.986,1.752,0.115,0.0,4.22479,5.85379
1.768,449.96,2e-05,4.837,1.771,0.125,0.0,4.96526,6.73326
1.889,451.13,2e-05,5.187,1.64,0.144,2.5e-05,5.081729999999999,6.97073
1.862,456.63,1e-05,5.006,1.378,0.151,0.00040699999999999997,4.67349,6.53549
1.836,467.1,1e-05,5.087,1.029,0.133,0.001222,4.415439999999999,6.25144
1.791,464.88,0.00013000000000000002,5.298,0.673,0.148,0.002281,4.330550000000001,6.121550000000001
1.79,450.17,4e-05,5.411,0.57,0.133,0.001866,4.32685,6.11685
1.849,446.47,1e-05,5.213,0.469,0.132,0.0011870000000000001,3.9668200000000002,5.81582
1.82,445.84,1e-05,5.117,0.484,0.134,0.00098,3.91513,5.73513
1.817,445.73,1e-05,5.37,0.497,0.138,0.000883,4.18811,6.00511
1.833,449.22,1e-05,5.329,0.687,0.14,0.000383,4.32349,6.15649
1.88,457.26,1e-05,5.337,0.756,0.152,3.7e-05,4.36426,6.24426
1.95,455.15,1e-05,5.388,0.977,0.147,1e-06,4.5614799999999995,6.51148
1.947,452.4,1e-05,5.228,1.256,0.148,1e-06,4.6851400000000005,6.632140000000001
1.916,448.59,0.0,5.125,1.377,0.136,1e-06,4.721970000000001,6.637970000000001
1.846,445.84,1e-05,4.98,1.598,0.136,0.0,4.86758,6.71358
1.785,442.66,2e-05,4.867,1.599,0.137,1e-06,4.81735,6.60235
1.724,432.62,2e-05,4.625,1.596,0.15,3e-06,4.645989999999999,6.36999
1.644,424.05,2e-05,3.782,1.658,0.149,4e-06,3.94418,5.5881799999999995
1.599,419.72,2e-05,3.178,1.702,0.14,0.0,3.42069,5.01969
1.559,407.64,1e-05,3.032,1.663,0.13,0.0,3.26624,4.82524
1.565,399.06,0.0,3.023,1.7,0.126,1e-06,3.28373,4.84873
1.581,396.94,1e-05,3.025,1.718,0.125,0.0,3.28695,4.86795
1.632,414.95,2.9999999999999997e-05,3.292,1.711,0.132,0.0,3.50258,5.13458
1.696,434.02,2.9999999999999997e-05,4.311,1.736,0.135,0.0,4.4855,6.1815
1.832,437.63,2.9999999999999997e-05,4.952,1.905,0.143,0.0,5.16847,7.00047
1.908,438.26,2e-05,5.202,1.961,0.154,6e-06,5.40991,7.3179099999999995
1.935,439.53,1e-05,5.262,1.982,0.156,0.000135,5.46454,7.39954
1.932,440.49,1e-05,5.202,1.947,0.15,0.000574,5.3664,7.298399999999999
1.901,440.59,1e-05,5.364,1.885,0.143,0.001261,5.49213,7.39313
1.898,435.61,0.0,5.352,1.855,0.144,0.001674,5.4558,7.3538
1.876,424.06,0.0,5.193,1.787,0.144,0.002343,5.250640000000001,7.12664
1.866,422.79,1e-05,5.102,1.701,0.149,0.0019299999999999999,5.08749,6.95349
1.866,427.67,1e-05,5.221,1.713,0.149,0.00132,5.21753,7.08353
1.877,433.6,1e-05,5.238,1.856,0.149,0.000514,5.366569999999999,7.243569999999999
1.885,440.28,1e-05,5.301,1.895,0.154,0.00013000000000000002,5.46537,7.35037
1.935,438.58,1e-05,5.321,1.912,0.152,5e-06,5.44919,7.38419
1.932,441.44,1e-05,5.188,1.879,0.157,4e-06,5.29183,7.2238299999999995
1.912,442.93,2e-05,5.076,1.859,0.158,5e-06,5.179939999999999,7.091939999999999
1.873,437.42,1e-05,4.615,1.77,0.155,4e-06,4.66698,6.53998
1.813,430.0,1e-05,4.308,1.855,0.149,5e-06,4.4989799999999995,6.311979999999999
1.768,421.84,0.0,3.874,1.853,0.146,4e-06,4.10585,5.87385
1.685,383.69,1e-05,3.139,1.877,0.147,1e-06,3.4776100000000003,5.162610000000001
1.633,359.09,2e-05,2.339,1.883,0.145,1e-06,2.73364,4.36664
1.6,320.7,1e-05,1.863,1.898,0.143,1e-06,2.30417,3.90417
1.609,314.27,7.000000000000001e-05,1.777,1.924,0.152,1e-06,2.2436700000000003,3.8526700000000003
1.619,298.34,4e-05,1.72,1.871,0.171,1e-06,2.14181,3.76081
1.644,360.35,8e-05,2.062,1.864,0.178,1e-06,2.4599699999999998,4.1039699999999995
1.71,399.16,2e-05,2.618,1.836,0.189,1e-06,2.93194,4.64194
1.831,436.92,1e-05,4.09,1.743,0.199,1e-06,4.20026,6.03126
1.924,442.72,1e-05,5.038,1.734,0.212,2.3e-05,5.0588999999999995,6.982899999999999
1.968,443.77,1e-05,5.4,1.698,0.217,0.00027100000000000003,5.34642,7.31442
1.973,446.51,1e-05,5.327,1.646,0.218,0.000795,5.21761,7.1906099999999995
1.943,447.88,1e-05,5.212,1.374,0.212,0.001693,4.855779999999999,6.798779999999999
1.908,437.55,1e-05,5.057,1.18,0.215,0.00239,4.54634,6.45434
1.916,436.39,1e-05,4.926,1.077,0.215,0.002574,4.304939999999999,6.220939999999999
1.918,437.13,1e-05,4.839,0.936,0.215,0.0023250000000000002,4.07352,5.99152
1.937,438.81,2e-05,4.954,0.741,0.212,0.0016339999999999998,3.9711999999999996,5.9082
1.957,439.76,1e-05,5.031,0.659,0.213,0.000736,3.94781,5.90481
1.992,450.63,0.0,5.161,0.463,0.209,8e-05,3.84139,5.83339
2.05,466.02,0.0,5.521,0.402,0.213,6e-06,4.0859000000000005,6.1359
2.048,474.14,1e-05,5.676,0.342,0.211,8e-06,4.1801,6.2281
2.012,471.19,1e-05,5.665,0.315,0.21,6e-06,4.17752,6.18952
1.964,461.7,1e-05,5.573,0.244,0.202,8e-06,4.0554499999999996,6.019449999999999
1.921,454.95,1e-05,5.61,0.208,0.195,7e-06,4.09167,6.01267
1.865,449.26,1e-05,5.328,0.164,0.196,2e-06,3.82373,5.68873
1.829,437.02,1e-05,4.646,0.139,0.196,1e-06,3.15323,4.98223
1.79,434.52,1e-05,4.223,0.102,0.196,1e-06,2.7313899999999998,4.52139
1.782,428.13,2e-05,4.104,0.075,0.192,1e-06,2.58987,4.3718699999999995
1.783,426.45,2.9999999999999997e-05,4.074,0.108,0.187,1e-06,2.58599,4.36899
1.78,429.91,2e-05,4.049,0.224,0.194,1e-06,2.68765,4.46765
1.802,439.34,2e-05,4.236,0.325,0.2,1e-06,2.9587399999999997,4.76074
1.877,454.75,1e-05,4.686,0.417,0.206,1e-06,3.4313200000000004,5.30832
2.022,474.77,1e-05,5.29,0.452,0.209,1e-06,3.9289899999999998,5.950989999999999
2.096,471.62,1e-05,5.524,0.526,0.207,3.5000000000000004e-05,4.1605799999999995,6.25658
2.124,471.62,0.0,5.734,0.527,0.206,0.00043,4.3439700000000006,6.467970000000001
2.066,476.55,0.0,5.762,0.531,0.204,0.001526,4.43297,6.49897
2.023,475.08,0.0,5.728,0.507,0.194,0.002518,4.40784,6.43084
1.992,470.26,0.0,5.551,0.608,0.193,0.003139,4.36346,6.35546
1.965,468.9,1e-05,5.456,0.801,0.197,0.0029249999999999996,4.49084,6.45584
1.95,467.64,1e-05,5.445,0.994,0.195,0.0022879999999999997,4.6854700000000005,6.635470000000001
1.928,466.7,2e-05,5.386,1.143,0.197,0.0017829999999999999,4.8002,6.7282
1.929,460.72,1e-05,5.307,1.166,0.19,0.0008629999999999999,4.73388,6.66288
1.919,457.79,0.0,5.323,1.094,0.181,0.000148,4.67817,6.59717
1.977,458.1,0.0,5.416,1.075,0.157,7e-06,4.671,6.648000000000001
1.99,456.01,0.0,5.493,1.073,0.145,2e-06,4.721229999999999,6.71123
1.961,455.69,0.0,5.411,1.185,0.135,2e-06,4.77139,6.7323900000000005
1.904,455.17,0.0,5.402,1.181,0.134,3e-06,4.81343,6.71743
1.852,452.65,2e-05,5.49,1.334,0.125,2e-06,5.0971,6.9491000000000005
1.831,463.13,2.9999999999999997e-05,5.273,1.487,0.125,2e-06,5.05466,6.88566
1.777,454.33,2.9999999999999997e-05,4.963,1.669,0.122,2e-06,4.97724,6.75424
1.751,452.84,2.9999999999999997e-05,4.424,1.707,0.122,1e-06,4.5011,6.2521
1.742,443.5,2e-05,3.647,1.745,0.119,1e-06,3.76992,5.51192
1.727,431.42,2.9999999999999997e-05,3.451,1.78,0.117,1e-06,3.61967,5.3466700000000005
1.71,414.63,1e-05,3.307,1.857,0.132,1e-06,3.5860100000000004,5.296010000000001
1.707,415.68,1e-05,3.218,1.956,0.141,1e-06,3.60927,5.31627
1.735,419.67,1e-05,3.457,1.86,0.14,3e-06,3.722,5.457
1.762,425.02,1e-05,3.624,1.816,0.14,2e-06,3.81767,5.57967
1.787,432.16,0.0,4.313,1.845,0.141,1.4999999999999999e-05,4.51274,6.29974
1.836,437.2,1e-05,4.925,1.894,0.144,0.000131,5.12648,6.96248
1.883,440.24,1e-05,5.074,1.711,0.144,0.000603,5.04632,6.92932
1.862,444.76,1e-05,5.073,1.667,0.136,0.001028,5.01523,6.87723
1.859,440.77,1e-05,4.776,1.627,0.154,0.001175,4.69903,6.55803
1.844,439.3,2e-05,4.714,1.325,0.165,0.001911,4.36182,6.20582
1.815,422.18,0.0,4.456,1.152,0.164,0.001739,3.95926,5.77426
1.811,412.21,1e-05,4.396,0.893,0.168,0.000985,3.64692,5.45792
1.822,411.37,0.0,4.44,0.671,0.171,0.000285,3.46034,5.28234
1.869,430.16,0.0,4.655,0.473,0.176,3.2e-05,3.43508,5.30408
1.932,459.67,0.0,4.921,0.371,0.182,2e-06,3.5408000000000004,5.4728
1.941,470.06,1e-05,5.068,0.391,0.186,2e-06,3.70386,5.64486
1.911,453.79,4e-05,5.082,0.376,0.194,2e-06,3.74138,5.65238
1.87,424.91,2e-05,4.559,0.465,0.192,2e-06,3.34692,5.21692
1.841,420.61,2e-05,4.23,0.555,0.196,2e-06,3.1400300000000003,4.9810300000000005
1.809,417.57,2e-05,3.775,0.544,0.198,2e-06,2.70704,4.51604
1.78,396.57,2.9999999999999997e-05,3.228,0.473,0.201,2e-06,2.1219099999999997,3.90191
1.772,409.5,1e-05,2.56,0.53,0.195,2e-06,1.51348,3.2854799999999997
1.796,394.65,0.0,2.295,0.583,0.19,2e-06,1.27139,3.06739
1.805,392.65,2e-05,2.32,0.64,0.143,1e-06,1.29853,3.10353
1.811,397.39,2.9999999999999997e-05,2.33,0.673,0.145,1e-06,1.33589,3.14689
1.83,406.13,2.9999999999999997e-05,2.404,0.694,0.148,2e-06,1.41619,3.2461900000000004
1.857,409.18,2e-05,2.485,0.775,0.156,2e-06,1.5591,3.4161
1.903,393.07,2.9999999999999997e-05,2.809,0.801,0.161,2e-06,1.8683599999999998,3.7713599999999996
1.937,411.92,8e-05,3.09,0.849,0.155,1.2e-05,2.15706,4.09406
1.967,423.4,4e-05,3.668,0.814,0.153,9.1e-05,2.66749,4.6344899999999996
2.001,432.03,0.0,4.082,0.708,0.205,0.00020899999999999998,2.9941500000000003,4.995150000000001
2.004,436.14,2.9999999999999997e-05,4.367,0.571,0.227,0.000342,3.16125,5.16525
2.004,431.61,5.9999999999999995e-05,4.372,0.55,0.222,0.000415,3.1403499999999998,5.144349999999999
1.967,428.03,4e-05,4.208,0.555,0.22,0.000377,3.01703,4.984030000000001
1.952,423.61,1e-05,4.166,0.539,0.213,0.00019,2.9659299999999997,4.91793
1.95,419.82,2e-05,3.98,0.539,0.213,6.7e-05,2.7828000000000004,4.7328
1.965,417.81,5e-05,4.206,0.493,0.214,2.4e-05,2.9486,4.9136
1.991,424.24,0.0,4.503,0.511,0.213,6e-06,3.2363899999999997,5.22739
2.031,440.03,0.0,4.868,0.496,0.214,3e-06,3.54695,5.5779499999999995
2.04,451.93,1e-05,5.119,0.437,0.211,3e-06,3.72636,5.766360000000001
2.032,454.04,1e-05,5.14,0.359,0.212,6e-06,3.6793400000000003,5.71134
1.994,449.4,1e-05,4.972,0.303,0.215,6e-06,3.4963200000000003,5.4903200000000005
1.929,438.24,2e-05,4.697,0.276,0.222,6e-06,3.2669099999999998,5.19591
1.883,431.08,0.0,4.363,0.246,0.226,3e-06,2.9507600000000003,4.83376
1.844,424.55,0.0,3.843,0.215,0.197,2e-06,2.41106,4.25506
1.808,418.87,1e-05,3.589,0.188,0.145,2e-06,2.11452,3.9225200000000005
1.805,413.81,0.0,3.519,0.206,0.143,2e-06,2.06321,3.8682100000000004
1.815,414.02,1e-05,3.406,0.214,0.142,2e-06,1.94673,3.76173
1.822,416.02,0.0,3.504,0.146,0.17,2e-06,1.99807,3.8200700000000003
1.864,428.55,1e-05,3.802,0.087,0.193,2e-06,2.21803,4.0820300000000005
1.964,436.77,0.0,4.46,0.032,0.193,2e-06,2.7213499999999997,4.68535
2.076,445.61,2e-05,4.877,0.016,0.193,2e-06,3.00931,5.08531
2.159,452.14,1e-05,5.661,0.012,0.198,3e-06,3.71244,5.87144
2.185,463.62,1e-05,5.601,0.007,0.207,8.999999999999999e-06,3.63069,5.81569
2.199,467.51,0.0,5.622,0.003,0.209,1.7e-05,3.63525,5.83425
2.188,466.46,0.0,5.715,0.001,0.206,3.2e-05,3.73454,5.92254
2.154,461.09,0.0,5.648,0.001,0.203,4.2000000000000004e-05,3.69827,5.85227
2.149,452.25,1e-05,5.537,0.001,0.205,6.8e-05,3.59395,5.74295
2.107,451.4,0.0,5.624,0.008,0.208,7.5e-05,3.73265,5.839650000000001
2.144,450.98,1e-05,5.589,0.006,0.206,5.4e-05,3.65681,5.80081
2.148,451.19,0.0,5.615,0.012,0.21,2.8e-05,3.68795,5.83595
2.133,451.51,0.0,5.685,0.014,0.212,8.999999999999999e-06,3.77662,5.90962
2.153,455.09,0.0,5.728,0.036,0.212,2e-06,3.82363,5.97663
2.165,453.83,1e-05,5.719,0.073,0.207,2e-06,3.8336,5.9986
2.163,452.98,1e-05,5.699,0.161,0.209,6e-06,3.90617,6.06917
2.131,438.14,1e-05,5.526,0.239,0.209,6e-06,3.84285,5.97385
2.117,429.08,2e-05,5.059,0.322,0.178,7e-06,3.4425100000000004,5.55951
2.033,415.5,0.0,4.642,0.464,0.175,2e-06,3.2483299999999997,5.28133
1.998,390.23,0.0,4.073,0.554,0.169,2e-06,2.79842,4.79642
1.974,398.68,0.0,3.494,0.731,0.168,2e-06,2.41914,4.39314
1.936,380.43,0.0,3.171,0.858,0.169,2e-06,2.26176,4.197760000000001
1.924,379.59,1e-05,3.175,0.849,0.175,2e-06,2.27489,4.1988900000000005
1.979,380.22,0.0,3.194,0.755,0.174,2e-06,2.1439299999999997,4.12293
2.033,402.37,0.0,3.633,0.741,0.188,2e-06,2.5289800000000002,4.56198
2.11,427.57,2e-05,4.363,0.678,0.202,2e-06,3.1326,5.2425999999999995
2.169,445.81,1e-05,4.973,0.62,0.202,2e-06,3.62698,5.79598
2.27,466.48,1e-05,5.808,0.492,0.152,1.3e-05,4.18065,6.4506499999999996
2.288,471.11,1e-05,6.018,0.364,0.149,7.199999999999999e-05,4.2443800000000005,6.53238
2.265,471.64,0.0,6.001,0.257,0.147,0.00029099999999999997,4.14073,6.40573
2.223,471.43,0.0,6.004,0.203,0.141,0.000767,4.125640000000001,6.3486400000000005
2.171,468.06,0.0,5.814,0.184,0.138,0.0015149999999999999,3.9656599999999997,6.136659999999999
2.136,463.84,1e-05,5.668,0.176,0.131,0.0021579999999999998,3.84089,5.97689
2.103,461.73,0.0,5.695,0.14,0.126,0.00232,3.86074,5.96374
2.089,461.52,0.0,5.727,0.105,0.13,0.001998,3.87412,5.96312
2.095,467.95,1e-05,5.699,0.086,0.136,0.0011279999999999999,3.8272199999999996,5.922219999999999
2.097,485.98,1e-05,5.815,0.108,0.134,0.000273,3.96057,6.05757
2.149,519.51,1e-05,5.864,0.201,0.137,1.4999999999999999e-05,4.0538,6.2028
2.218,580.04,0.0,5.886,0.264,0.146,7e-06,4.07821,6.29621
2.252,554.31,0.0,5.827,0.261,0.157,6e-06,3.99217,6.24417
2.249,503.38,0.0,5.885,0.318,0.153,7e-06,4.10635,6.35535
2.229,489.36,0.0,5.737,0.396,0.154,5e-06,4.05886,6.28786
2.197,471.85,0.0,5.524,0.6,0.152,2e-06,4.07815,6.27515
2.165,451.19,0.0,5.058,0.822,0.154,2e-06,3.8691199999999997,6.03412
2.149,454.35,0.0,4.47,1.133,0.15,2e-06,3.6042899999999998,5.75329
2.16,450.97,0.0,4.351,1.339,0.153,1e-06,3.68289,5.842890000000001
2.186,448.44,2e-05,4.315,1.424,0.153,1e-06,3.70623,5.89223
2.209,449.18,2e-05,4.314,1.43,0.151,1e-06,3.6864899999999996,5.89549
2.269,458.25,2e-05,4.454,1.344,0.149,2e-06,3.6785799999999997,5.94758
2.328,472.7,2e-05,4.867,1.266,0.153,2e-06,3.95825,6.28625
2.4,479.77,0.0,5.489,1.143,0.156,3e-06,4.38819,6.78819
2.437,501.39,1e-05,5.705,1.031,0.158,5.8e-05,4.4571499999999995,6.89415
2.476,504.14,0.0,5.733,0.83,0.152,0.00035,4.23803,6.71403
2.438,504.24,1e-05,5.703,0.589,0.149,0.000921,4.00258,6.440580000000001
2.397,500.13,0.0,5.67,0.432,0.146,0.001845,3.8518499999999998,6.248849999999999
2.317,494.12,0.0,5.756,0.348,0.141,0.0025960000000000002,3.93212,6.24912
2.267,488.63,1e-05,5.626,0.329,0.138,0.003077,3.8298200000000002,6.09682
2.21,485.99,0.0,5.556,0.289,0.14,0.003109,3.7781700000000003,5.98817
2.197,481.35,1e-05,5.622,0.259,0.145,0.002491,3.83113,6.02813
2.204,475.13,1e-05,5.582,0.23,0.143,0.001375,3.75181,5.95581
2.23,478.4,1e-05,5.56,0.231,0.146,0.00035499999999999996,3.70742,5.9374199999999995
2.285,482.41,1e-05,5.55,0.291,0.153,1.4e-05,3.70977,5.99477
2.337,483.99,1e-05,5.595,0.297,0.156,3e-06,3.7111300000000003,6.0481300000000005
2.31,474.49,0.0,5.4,0.324,0.16,6e-06,3.57366,5.88366
2.261,464.05,0.0,5.184,0.336,0.163,6e-06,3.42285,5.68385
2.243,453.92,0.0,4.85,0.308,0.163,5e-06,3.07819,5.32119
2.214,428.08,0.0,4.173,0.277,0.16,2e-06,2.3966999999999996,4.6107
2.172,415.53,0.0,3.672,0.243,0.158,3e-06,1.90061,4.07261
2.101,417.17,2e-05,3.157,0.179,0.157,1e-06,1.39254,3.49354
2.07,396.18,2e-05,2.644,0.195,0.156,1e-06,0.9254,2.9954
2.065,394.7,2e-05,2.565,0.243,0.156,1e-06,0.89903,2.96403
2.058,401.45,2e-05,2.825,0.251,0.158,1e-06,1.17482,3.23282
2.087,431.1,1e-05,3.371,0.257,0.157,1e-06,1.6976,3.7846
2.143,454.84,1e-05,4.301,0.288,0.156,1e-06,2.60183,4.74483
2.248,472.57,0.0,5.068,0.342,0.16,1e-06,3.3217600000000003,5.5697600000000005
2.279,496.09,1e-05,5.471,0.423,0.159,3e-06,3.77401,6.0530100000000004
2.3,505.17,0.0,5.418,0.497,0.161,1e-05,3.77663,6.07663
2.285,502.32,0.0,5.536,0.513,0.163,1.9e-05,3.92626,6.21126
2.242,500.63,0.0,5.531,0.498,0.163,2.9999999999999997e-05,3.9496599999999997,6.19166
2.207,492.61,0.0,5.402,0.49,0.158,2.9e-05,3.8428400000000003,6.04984
2.186,484.38,1e-05,5.46,0.499,0.157,2.3e-05,3.92911,6.11511
2.174,480.48,0.0,5.412,0.522,0.155,1.7e-05,3.91438,6.08838
2.186,473.83,0.0,5.482,0.578,0.154,3.1e-05,4.0273699999999995,6.213369999999999
2.198,468.66,0.0,5.449,0.602,0.157,3.4e-05,4.00924,6.2072400000000005
2.171,464.13,0.0,5.373,0.658,0.158,1e-05,4.01807,6.189069999999999
2.179,471.62,0.0,5.437,0.726,0.156,3e-06,4.13953,6.318529999999999
2.179,474.99,0.0,5.525,0.723,0.155,3e-06,4.22324,6.402239999999999
2.119,474.89,0.0,5.315,0.684,0.15,3e-06,4.02943,6.148429999999999
2.055,439.75,1e-05,4.912,0.614,0.149,2e-06,3.62034,5.67534
2.04,428.89,2.9999999999999997e-05,4.381,0.502,0.149,2e-06,2.9916300000000002,5.03163
1.98,417.91,2e-05,3.613,0.465,0.147,2e-06,2.24475,4.22475
1.914,379.09,2e-05,2.95,0.449,0.145,1e-06,1.62984,3.54384
1.864,354.03,2e-05,2.299,0.439,0.141,4e-06,1.01374,2.87774
1.84,338.41,1e-05,2.174,0.413,0.14,3e-06,0.8871,2.7271
1.819,327.96,0.0,2.027,0.442,0.142,3e-06,0.79231,2.61131
1.827,338.09,1e-05,2.011,0.489,0.143,3e-06,0.81669,2.64369
