consumption,price,unspecified,hydro,wind_onshore,thermal,solar,export/import,load
1.17,378.25,8.999999999999999e-05,3.164,0.354,0.092,8.999999999999999e-06,2.44068,3.61068
1.154,369.71,0.0001,2.84,0.426,0.089,1.1e-05,2.20163,3.35563
1.141,359.26,0.0001,2.591,0.564,0.096,1e-05,2.1109400000000003,3.2519400000000003
1.131,356.31,0.00013000000000000002,2.254,0.587,0.092,1.1e-05,1.80354,2.93454
1.11,350.4,0.00011,2.014,0.594,0.095,4.4e-05,1.5928399999999998,2.70284
1.106,350.29,0.00014000000000000001,2.035,0.541,0.089,0.000262,1.5588199999999999,2.6648199999999997
1.125,357.36,0.00011999999999999999,2.323,0.439,0.093,0.000808,1.7293900000000002,2.8543900000000004
1.16,366.75,0.00013000000000000002,2.552,0.308,0.097,0.002028,1.799,2.9589999999999996
1.182,383.32,0.00013000000000000002,3.136,0.191,0.099,0.003634,2.249,3.431
1.207,389.54,8.999999999999999e-05,3.605,0.151,0.1,0.005268,2.6536399999999998,3.86064
1.224,395.03,0.00011,3.603,0.133,0.103,0.0069429999999999995,2.6220700000000003,3.84607
1.244,400.3,7.000000000000001e-05,3.51,0.116,0.094,0.008111,2.4842199999999997,3.7282199999999994
1.233,392.81,8.999999999999999e-05,3.574,0.125,0.093,0.008332,2.56786,3.80086
1.221,381.21,8e-05,3.372,0.123,0.105,0.008441,2.3868400000000003,3.6078400000000004
1.221,373.08,8e-05,3.225,0.138,0.111,0.008474,2.26191,3.48291
1.211,370.23,8.999999999999999e-05,3.236,0.143,0.108,0.008186,2.2839099999999997,3.49491
1.237,372.56,5.9999999999999995e-05,3.318,0.198,0.101,0.006642,2.38664,3.62364
1.25,385.96,8.999999999999999e-05,3.56,0.293,0.106,0.0049169999999999995,2.7135599999999998,3.9635599999999998
1.249,399.25,5e-05,4.192,0.34,0.098,0.002718,3.3843400000000003,4.6333400000000005
1.242,404.0,5.9999999999999995e-05,4.407,0.433,0.099,0.0012490000000000001,3.69845,4.94045
1.238,410.96,5.9999999999999995e-05,4.597,0.508,0.104,0.00041,3.97163,5.209630000000001
1.225,405.69,5e-05,4.527,0.582,0.112,6.500000000000001e-05,3.99629,5.22129
1.207,407.37,7.000000000000001e-05,4.529,0.717,0.113,1.7e-05,4.1518999999999995,5.358899999999999
1.193,394.82,4e-05,4.05,0.776,0.112,1.6e-05,3.74469,4.93769
1.166,390.07,2.9999999999999997e-05,3.505,0.795,0.113,1.4999999999999999e-05,3.24717,4.41317
1.143,385.96,2.9999999999999997e-05,2.92,0.728,0.11,1.4999999999999999e-05,2.6152399999999996,3.75824
1.134,384.58,2.9999999999999997e-05,2.841,0.686,0.101,1.6e-05,2.49315,3.62715
1.124,370.97,2e-05,2.697,0.685,0.1,1.6e-05,2.35927,3.48327
1.122,368.55,5e-05,2.803,0.699,0.096,3.1e-05,2.47572,3.59772
1.14,388.7,7.000000000000001e-05,3.26,0.715,0.099,0.000121,2.93506,4.07506
1.204,415.29,8e-05,3.924,0.681,0.101,0.0004,3.50235,4.70635
1.272,414.97,5.9999999999999995e-05,4.563,0.611,0.099,0.000894,4.00082,5.27282
1.328,412.54,4e-05,4.87,0.558,0.096,0.001219,4.19631,5.524310000000001
1.353,410.12,5.9999999999999995e-05,5.112,0.506,0.097,0.002085,4.3639399999999995,5.716939999999999
1.366,412.33,2e-05,5.041,0.506,0.094,0.002679,4.2779,5.6439
1.391,413.18,4e-05,5.039,0.437,0.098,0.003625,4.18662,5.57762
1.411,411.7,2.9999999999999997e-05,4.975,0.43,0.103,0.004144999999999999,4.101640000000001,5.512640000000001
1.4,411.49,2e-05,4.831,0.391,0.101,0.004033,3.92673,5.3267299999999995
1.394,400.2,2.9999999999999997e-05,5.114,0.463,0.097,0.003569,4.283180000000001,5.677180000000001
1.391,398.62,2.9999999999999997e-05,5.061,0.496,0.105,0.002691,4.27384,5.66484
1.397,393.13,4e-05,5.229,0.471,0.102,0.002145,4.408060000000001,5.805060000000001
1.388,398.51,4e-05,5.232,0.444,0.11,0.002039,4.399970000000001,5.7879700000000005
1.383,409.17,2.9999999999999997e-05,5.368,0.42,0.112,0.001258,4.5183100000000005,5.9013100000000005
1.365,408.53,2.9999999999999997e-05,5.327,0.472,0.111,0.000464,4.546399999999999,5.9113999999999995
1.348,405.26,2e-05,5.141,0.544,0.111,0.00013900000000000002,4.448300000000001,5.7963000000000005
1.328,402.63,5e-05,4.868,0.616,0.107,4.1e-05,4.26258,5.59058
1.306,402.94,1e-05,4.541,0.754,0.102,1.7e-05,4.09115,5.39715
1.267,392.92,2.9999999999999997e-05,4.051,0.846,0.091,1.7999999999999997e-05,3.72132,4.98832
1.222,388.72,4e-05,3.456,0.974,0.087,1.7999999999999997e-05,3.2945900000000004,4.516590000000001
1.2,382.91,5.9999999999999995e-05,2.865,1.045,0.089,2.1000000000000002e-05,2.7989,3.9989
1.19,368.76,2.9999999999999997e-05,2.691,1.188,0.084,1.7999999999999997e-05,2.77367,3.96367
1.167,357.78,5.9999999999999995e-05,2.64,1.37,0.084,1.7999999999999997e-05,2.92786,4.09486
1.16,349.76,8.999999999999999e-05,2.646,1.406,0.085,2.6e-05,2.97717,4.13717
1.188,377.31,0.00011,3.079,1.405,0.086,8.9e-05,3.38252,4.57052
1.232,400.75,8.999999999999999e-05,4.006,1.362,0.085,0.000321,4.22021,5.45221
1.302,400.86,8e-05,4.594,1.332,0.085,0.000909,4.7104,6.0123999999999995
1.347,401.7,5e-05,4.775,1.292,0.094,0.002327,4.81559,6.16259
1.348,402.86,8e-05,4.789,1.222,0.097,0.004108,4.7643,6.1123
1.383,403.5,5e-05,4.854,1.11,0.097,0.005564,4.68304,6.06604
1.384,403.29,7.000000000000001e-05,5.071,0.96,0.096,0.006713,4.749899999999999,6.133899999999999
1.429,403.29,5.9999999999999995e-05,5.118,0.815,0.098,0.009736,4.61175,6.04075
1.385,402.97,5e-05,5.023,0.661,0.097,0.006974999999999999,4.40325,5.78825
1.364,403.29,4e-05,4.976,0.563,0.096,0.00634,4.27667,5.64067
1.349,401.38,4e-05,4.821,0.481,0.096,0.005763,4.05501,5.40401
1.353,401.6,8e-05,4.803,0.439,0.095,0.004731,3.98959,5.34259
1.338,404.34,7.000000000000001e-05,4.826,0.391,0.1,0.003612,3.98253,5.32053
1.328,405.92,5.9999999999999995e-05,4.934,0.325,0.098,0.002373,4.03246,5.360460000000001
1.317,405.71,5e-05,4.913,0.246,0.097,0.001166,3.9408499999999997,5.2578499999999995
1.294,407.61,5.9999999999999995e-05,4.771,0.268,0.1,0.000363,3.84537,5.1393699999999995
1.263,410.46,7.000000000000001e-05,4.637,0.269,0.101,6.1e-05,3.74374,5.00674
1.273,409.83,2.9999999999999997e-05,4.477,0.213,0.098,1.7e-05,3.51527,4.78827
1.249,407.3,5.9999999999999995e-05,4.162,0.168,0.091,1.6e-05,3.17221,4.42121
1.204,408.4,4e-05,3.756,0.145,0.097,1.4999999999999999e-05,2.79394,3.99794
1.182,399.96,8e-05,3.456,0.122,0.096,1.6e-05,2.4914099999999997,3.6734099999999996
1.19,397.22,5.9999999999999995e-05,3.261,0.096,0.096,1.4999999999999999e-05,2.26359,3.45359
1.188,393.01,0.00011999999999999999,3.167,0.08,0.097,2.3e-05,2.15554,3.34354
1.172,396.38,0.00011,3.214,0.082,0.103,5.1e-05,2.22703,3.3990299999999998
1.179,402.28,0.00011999999999999999,3.71,0.051,0.101,0.000257,2.68357,3.86257
1.224,406.5,0.0001,4.402,0.022,0.097,0.000866,3.2977800000000004,4.521780000000001
1.279,405.66,0.0001,4.943,0.014,0.099,0.0021190000000000002,3.77895,5.05795
1.306,410.51,7.000000000000001e-05,5.266,0.021,0.099,0.004369,4.08534,5.3913400000000005
1.329,413.35,2.9999999999999997e-05,5.202,0.035,0.099,0.006902,4.01391,5.34291
1.321,415.88,2.9999999999999997e-05,5.176,0.024,0.105,0.008885,3.99199,5.31299
1.311,415.25,5e-05,5.084,0.074,0.108,0.010285,3.96482,5.2758199999999995
1.307,415.35,5e-05,4.931,0.048,0.11,0.010561,3.79355,5.10055
1.298,413.35,5e-05,4.989,0.084,0.11,0.010913,3.89531,5.19331
1.316,411.56,4e-05,5.113,0.078,0.112,0.009843,3.99619,5.31219
1.316,411.45,4e-05,5.226,0.087,0.107,0.008717,4.1124,5.4284
1.321,410.19,5e-05,5.229,0.112,0.102,0.007078,4.13,5.451
1.302,410.19,7.000000000000001e-05,5.237,0.172,0.103,0.0050279999999999995,4.21496,5.516959999999999
1.285,409.66,4e-05,5.293,0.202,0.102,0.0029230000000000003,4.31493,5.5999300000000005
1.273,409.87,4e-05,5.085,0.226,0.099,0.001153,4.13936,5.41236
1.26,409.14,5.9999999999999995e-05,4.913,0.236,0.093,0.000312,3.9824699999999997,5.24247
1.235,410.93,4e-05,4.712,0.22,0.093,5.7e-05,3.7901599999999998,5.02516
1.217,410.93,2.9999999999999997e-05,4.494,0.236,0.096,2.1000000000000002e-05,3.60867,4.825670000000001
1.191,412.93,4e-05,4.248,0.273,0.099,1.7999999999999997e-05,3.42936,4.62036
1.157,412.1,5.9999999999999995e-05,4.105,0.275,0.096,1.6e-05,3.3190399999999998,4.476039999999999
1.141,404.21,5.9999999999999995e-05,3.76,0.23,0.095,1.4e-05,2.94412,4.08512
1.124,397.8,8e-05,3.53,0.184,0.095,1.4e-05,2.68449,3.80849
1.126,396.64,0.0001,3.48,0.212,0.098,1.4e-05,2.66466,3.79066
1.13,394.33,8.999999999999999e-05,3.444,0.229,0.098,3.9e-05,2.6399299999999997,3.7699299999999996
1.131,395.48,0.00015,3.725,0.242,0.096,0.000208,2.93188,4.06288
1.185,402.85,8.999999999999999e-05,4.27,0.234,0.098,0.000601,3.4177,4.6027000000000005
1.255,404.85,8.999999999999999e-05,4.607,0.187,0.099,0.0010400000000000001,3.63931,4.89431
1.303,409.79,5e-05,4.749,0.163,0.102,0.001991,3.7131,5.0161
1.32,414.42,7.000000000000001e-05,4.868,0.206,0.103,0.003613,3.86105,5.18105
1.337,416.1,4e-05,4.939,0.209,0.096,0.00567,3.91239,5.24939
1.335,414.94,2.9999999999999997e-05,4.928,0.226,0.1,0.0069960000000000005,3.92581,5.260809999999999
1.329,411.47,5e-05,4.785,0.284,0.1,0.00866,3.8487600000000004,5.17776
1.33,408.74,4e-05,4.671,0.317,0.1,0.009333000000000001,3.7680100000000003,5.09801
1.327,407.9,5e-05,4.822,0.331,0.097,0.009428,3.93188,5.2588799999999996
1.339,407.79,4e-05,4.854,0.364,0.098,0.008162,3.98477,5.32377
1.332,404.0,2e-05,4.851,0.385,0.098,0.006311,4.00715,5.33915
1.342,406.53,4e-05,4.863,0.383,0.097,0.0045839999999999995,4.0068,5.348800000000001
1.31,405.06,5e-05,4.781,0.438,0.097,0.002863,4.00837,5.31837
1.313,405.69,2.9999999999999997e-05,4.711,0.515,0.086,0.001258,4.00062,5.313619999999999
1.289,404.32,4e-05,4.615,0.573,0.086,0.00034399999999999996,3.98487,5.27387
1.266,403.9,4e-05,4.472,0.711,0.083,6.3e-05,4.00042,5.26642
1.281,404.53,2.9999999999999997e-05,4.213,0.891,0.086,1.6e-05,3.90958,5.19058
1.244,405.9,2e-05,3.974,0.947,0.088,1.6e-05,3.76539,5.00939
1.205,397.68,4e-05,3.514,0.923,0.089,1.4999999999999999e-05,3.3205,4.5255
1.188,389.28,5e-05,3.297,0.911,0.092,1.4999999999999999e-05,3.112,4.3
1.171,388.65,5e-05,3.315,0.838,0.091,1.4e-05,3.07396,4.24496
1.15,385.08,5e-05,3.272,0.76,0.089,1.6e-05,2.97187,4.1218699999999995
1.144,385.29,5e-05,3.243,0.61,0.089,4.2000000000000004e-05,2.79884,3.9428400000000003
1.139,394.22,0.0001,3.603,0.541,0.09,0.00023999999999999998,3.09511,4.23411
1.218,400.2,7.000000000000001e-05,4.474,0.425,0.089,0.0008990000000000001,3.77098,4.98898
1.283,400.1,2e-05,4.98,0.312,0.085,0.002058,4.0954,5.378399999999999
1.3,403.14,2.9999999999999997e-05,5.073,0.233,0.079,0.0038020000000000003,4.08922,5.38922
1.323,408.19,2.9999999999999997e-05,5.002,0.239,0.088,0.006418,4.0115300000000005,5.334530000000001
1.328,409.97,2e-05,5.09,0.277,0.087,0.009299,4.13562,5.463620000000001
1.33,407.24,4e-05,5.027,0.27,0.085,0.011336,4.06332,5.39332
1.319,407.14,2.9999999999999997e-05,4.978,0.301,0.088,0.012346,4.0611,5.3801
1.307,402.51,5e-05,5.08,0.328,0.075,0.012206,4.18704,5.49404
1.291,401.36,2e-05,5.068,0.293,0.056,0.011460000000000001,4.137020000000001,5.42802
1.288,401.78,5.9999999999999995e-05,4.948,0.303,0.053,0.009923,4.02674,5.3147400000000005
1.284,401.57,4e-05,4.927,0.28,0.056,0.007495,3.9860700000000002,5.2700700000000005
1.301,403.46,5e-05,4.836,0.263,0.063,0.004744,3.86643,5.1674299999999995
1.302,403.56,2.9999999999999997e-05,4.711,0.327,0.083,0.002407,3.82194,5.12394
1.262,404.3,2.9999999999999997e-05,4.634,0.49,0.092,0.00091,3.95492,5.21692
1.228,403.88,2.9999999999999997e-05,4.525,0.52,0.094,0.00023899999999999998,3.91083,5.13883
1.206,403.88,4e-05,4.355,0.621,0.093,3.9e-05,3.8635300000000004,5.06953
1.213,403.88,4e-05,4.125,0.745,0.095,1.7999999999999997e-05,3.75195,4.96495
1.191,403.67,2.9999999999999997e-05,3.953,0.68,0.095,1.4e-05,3.5367100000000002,4.72771
1.179,414.05,5.9999999999999995e-05,3.191,0.603,0.093,1.4e-05,2.70738,3.88638
1.145,400.69,2e-05,2.53,0.504,0.093,1e-05,1.98252,3.12752
1.126,387.32,5.9999999999999995e-05,2.162,0.439,0.091,8.999999999999999e-06,1.5654400000000002,2.69144
1.126,374.7,8e-05,2.101,0.365,0.089,1e-05,1.4294200000000001,2.55542
1.115,361.54,5.9999999999999995e-05,2.043,0.351,0.092,4.6e-05,1.37097,2.48597
1.105,358.07,0.00011,2.148,0.297,0.092,0.000212,1.43231,2.5373099999999997
1.117,368.28,8e-05,2.207,0.197,0.091,0.000815,1.3790499999999999,2.49605
1.144,377.75,8.999999999999999e-05,2.483,0.146,0.089,0.002113,1.57508,2.71908
1.192,387.11,7.000000000000001e-05,2.878,0.089,0.088,0.0038,1.86598,3.0579799999999997
1.247,387.22,5e-05,2.88,0.08,0.087,0.005961,1.8060999999999998,3.0530999999999997
1.261,381.11,4e-05,2.809,0.145,0.089,0.008888,1.79115,3.05215
1.247,378.9,7.000000000000001e-05,2.678,0.252,0.091,0.010973,1.78558,3.0325800000000003
1.227,371.54,5e-05,2.66,0.364,0.091,0.011882,1.9001,3.1271
1.199,367.54,5.9999999999999995e-05,2.681,0.432,0.093,0.011203,2.01776,3.21676
1.205,364.91,4e-05,2.608,0.426,0.092,0.010835000000000001,1.93172,3.1367200000000004
1.227,360.28,5e-05,2.536,0.468,0.09,0.009294,1.8761700000000001,3.1031700000000004
1.245,360.07,4e-05,2.615,0.48,0.092,0.007549,1.9493699999999998,3.19437
1.253,374.59,4e-05,2.785,0.545,0.093,0.004831,2.17465,3.42765
1.243,388.48,2.9999999999999997e-05,3.503,0.528,0.095,0.0025369999999999998,2.8849299999999998,4.12793
1.235,394.79,5e-05,3.675,0.502,0.093,0.001236,3.03591,4.27091
1.216,394.9,2e-05,3.653,0.633,0.093,0.000299,3.1633299999999998,4.3793299999999995
1.197,394.16,5.9999999999999995e-05,3.456,0.589,0.092,3.9e-05,2.94073,4.1377299999999995
1.193,399.32,2.9999999999999997e-05,3.165,0.797,0.092,1.3e-05,2.86044,4.05344
1.182,392.37,4e-05,2.538,0.957,0.094,1e-05,2.40677,3.58877
1.148,372.36,5e-05,1.975,0.986,0.09,8.999999999999999e-06,1.90324,3.05124
1.132,352.55,4e-05,1.651,0.945,0.094,8.999999999999999e-06,1.55822,2.69022
1.106,347.92,4e-05,1.519,0.9,0.091,8.999999999999999e-06,1.40349,2.50949
1.072,329.38,7.000000000000001e-05,1.353,0.851,0.08,8.999999999999999e-06,1.21282,2.28482
1.06,326.43,7.000000000000001e-05,1.384,0.755,0.08,4.2999999999999995e-05,1.15951,2.21951
1.07,332.33,8e-05,1.362,0.693,0.087,0.000322,1.0708900000000001,2.14089
1.061,351.29,7.000000000000001e-05,1.393,0.643,0.087,0.0010840000000000001,1.06315,2.12415
1.097,370.04,8.999999999999999e-05,1.608,0.542,0.089,0.002424,1.1436300000000001,2.2406300000000003
1.154,377.1,5.9999999999999995e-05,1.78,0.471,0.092,0.004447,1.19308,2.34708
1.191,383.42,7.000000000000001e-05,2.005,0.522,0.092,0.006634999999999999,1.43452,2.62552
1.219,384.47,5e-05,1.922,0.738,0.091,0.008981999999999999,1.54142,2.76042
1.223,382.78,5e-05,1.908,0.909,0.09,0.010714,1.6944000000000001,2.9174
1.212,373.09,4e-05,1.877,1.003,0.089,0.011508,1.76812,2.98012
1.201,363.82,7.000000000000001e-05,1.815,1.031,0.097,0.012407999999999999,1.75441,2.95541
1.187,352.66,5.9999999999999995e-05,1.805,1.108,0.098,0.010834,1.83473,3.02173
1.195,346.55,5.9999999999999995e-05,1.861,1.113,0.098,0.009069,1.88663,3.08163
1.212,356.45,4e-05,1.978,1.082,0.098,0.006245,1.9522899999999999,3.16429
1.225,369.62,5e-05,2.104,0.958,0.099,0.003352,1.93965,3.16465
1.225,383.84,4e-05,2.847,0.884,0.1,0.001431,2.60702,3.83202
1.221,399.11,5e-05,3.381,0.697,0.101,0.00046100000000000004,2.9589499999999997,4.17995
1.21,406.38,4e-05,3.568,0.526,0.1,0.000101,2.98369,4.19369
1.198,407.75,4e-05,3.621,0.503,0.099,1.7e-05,3.0249200000000003,4.22292
1.17,407.43,4e-05,3.583,0.495,0.103,6e-06,3.01185,4.18185
1.147,402.48,5e-05,2.989,0.53,0.1,5e-06,2.47137,3.6183699999999996
1.134,394.69,5e-05,1.863,0.495,0.097,4e-06,1.3219,2.4558999999999997
1.127,369.83,5.9999999999999995e-05,1.54,0.411,0.102,4e-06,0.9258099999999999,2.05281
1.114,360.56,7.000000000000001e-05,1.545,0.342,0.101,3e-06,0.87422,1.98822
1.106,360.45,7.000000000000001e-05,1.583,0.241,0.103,6e-06,0.8212999999999999,1.9273
1.099,359.82,8e-05,1.656,0.15,0.103,4.2999999999999995e-05,0.8109500000000001,1.90995
1.032,381.1,0.0001,1.877,0.102,0.103,0.00020899999999999998,1.0507,2.0827
1.139,392.47,8e-05,2.672,0.049,0.104,0.000617,1.68697,2.82597
1.206,396.37,5e-05,3.204,0.031,0.104,0.001132,2.13508,3.34108
1.263,399.32,4e-05,3.348,0.034,0.103,0.001595,2.22347,3.4864699999999997
1.293,401.53,4e-05,3.421,0.046,0.104,0.002312,2.28025,3.57325
1.319,402.06,4e-05,3.431,0.085,0.108,0.003178,2.30826,3.62726
1.313,401.01,4e-05,3.381,0.104,0.109,0.004094,2.28462,3.59762
1.318,396.69,5e-05,3.211,0.09,0.109,0.005149,2.09696,3.41496
1.332,393.32,5.9999999999999995e-05,2.991,0.098,0.105,0.0059889999999999995,1.86749,3.19949
1.356,391.74,5e-05,3.156,0.117,0.097,0.006726,2.02145,3.3774500000000005
1.335,393.95,5e-05,3.239,0.107,0.096,0.007096,2.11333,3.44833
1.323,396.79,4e-05,3.472,0.098,0.101,0.006282,2.3536799999999998,3.6766799999999997
1.325,398.69,4e-05,3.603,0.108,0.095,0.004525,2.48533,3.8103299999999996
1.303,404.69,4e-05,3.971,0.097,0.098,0.002516,2.8651,4.1681
1.297,404.48,2.9999999999999997e-05,4.003,0.106,0.093,0.000859,2.906,4.203
1.274,403.53,2e-05,3.97,0.102,0.097,0.000212,2.89608,4.1700800000000005
1.253,401.53,2.9999999999999997e-05,3.899,0.122,0.097,2.9999999999999997e-05,2.86542,4.1184199999999995
1.241,400.8,2e-05,3.71,0.134,0.096,6e-06,2.6979699999999998,3.93897
1.221,400.69,2e-05,3.403,0.146,0.098,6e-06,2.42586,3.64686
1.197,400.4,4e-05,3.119,0.15,0.098,5e-06,2.17036,3.36736
1.171,396.39,2.9999999999999997e-05,2.818,0.134,0.099,6e-06,1.87979,3.05079
1.143,390.06,4e-05,2.722,0.149,0.098,5e-06,1.82679,2.9697899999999997
1.131,385.21,5e-05,2.844,0.159,0.095,5e-06,1.96682,3.09782
1.125,383.1,2e-05,2.777,0.128,0.097,2e-05,1.8774000000000002,3.0024
1.132,397.66,0.0001,2.941,0.113,0.098,0.00019,2.01986,3.15186
1.191,395.55,5.9999999999999995e-05,3.08,0.124,0.097,0.000696,2.1109299999999998,3.3019299999999996
1.228,397.87,2.9999999999999997e-05,3.321,0.07,0.099,0.001632,2.26389,3.4918899999999997
1.274,400.29,2e-05,3.467,0.056,0.101,0.003274,2.3535100000000004,3.6275100000000005
1.298,401.45,4e-05,3.7,0.065,0.083,0.00507,2.555,3.853
1.334,402.93,2e-05,3.781,0.083,0.082,0.005804,2.61794,3.95194
1.359,403.04,2.9999999999999997e-05,3.797,0.096,0.08,0.007963,2.62232,3.98132
1.338,402.51,5e-05,3.706,0.073,0.079,0.009159,2.5289200000000003,3.8669200000000004
1.277,400.61,2.9999999999999997e-05,3.681,0.086,0.078,0.008508,2.57745,3.85445
1.327,400.19,4e-05,3.722,0.115,0.084,0.007567999999999999,2.6014899999999996,3.9284899999999996
1.309,399.77,4e-05,3.791,0.087,0.09,0.006795,2.66486,3.97386
1.312,399.45,4e-05,3.729,0.056,0.09,0.006033,2.56912,3.88112
1.316,398.82,2.9999999999999997e-05,3.733,0.057,0.094,0.0044610000000000006,2.57266,3.88866
1.292,401.77,2.9999999999999997e-05,3.99,0.028,0.09,0.002665,2.8182,4.1102
1.276,400.93,2.9999999999999997e-05,3.979,0.022,0.091,0.0010860000000000002,2.81711,4.09311
1.26,400.08,2e-05,3.917,0.024,0.091,0.000266,2.77175,4.03175
1.235,399.77,2e-05,3.853,0.069,0.083,4.2000000000000004e-05,2.76948,4.00448
1.217,398.92,2.9999999999999997e-05,3.663,0.15,0.092,8e-06,2.68764,3.90464
1.177,396.6,2e-05,3.413,0.164,0.092,7e-06,2.49088,3.6678800000000003
1.142,424.33,2e-05,3.53,0.165,0.102,6e-06,2.6543200000000002,3.79632
1.071,419.04,4e-05,3.438,0.141,0.1,6e-06,2.60811,3.6791099999999997
1.046,406.68,2.9999999999999997e-05,3.342,0.108,0.089,5e-06,2.4932600000000003,3.5392600000000005
1.051,403.08,2.9999999999999997e-05,3.208,0.102,0.093,6e-06,2.35215,3.40315
1.05,400.97,2.9999999999999997e-05,3.139,0.126,0.098,2.1000000000000002e-05,2.3136799999999997,3.3636799999999996
1.062,407.2,5e-05,3.108,0.16,0.1,0.00017,2.3063000000000002,3.3683000000000005
1.119,404.35,2.9999999999999997e-05,3.223,0.157,0.101,0.00067,2.36163,3.4806299999999997
1.178,405.2,2e-05,3.352,0.139,0.094,0.0015869999999999999,2.4077800000000003,3.58578
1.244,410.69,2e-05,3.625,0.132,0.091,0.003,2.6060700000000003,3.8500700000000005
1.267,413.55,2e-05,3.868,0.09,0.092,0.005332,2.78857,4.0555699999999995
1.23,414.5,4e-05,4.071,0.104,0.093,0.008966,3.04604,4.27604
1.321,414.07,4e-05,4.077,0.127,0.092,0.011000999999999999,2.98614,4.3071399999999995
1.302,413.65,2.9999999999999997e-05,4.131,0.142,0.098,0.011663,3.08091,4.38291
1.289,412.59,4e-05,3.992,0.175,0.1,0.011500999999999999,2.9881100000000003,4.27711
1.296,411.43,4e-05,3.879,0.161,0.098,0.010861,2.8528000000000002,4.1488000000000005
1.306,411.33,5e-05,3.876,0.16,0.096,0.009470000000000001,2.83603,4.14203
1.324,410.16,2.9999999999999997e-05,3.873,0.154,0.099,0.007215,2.80944,4.13344
1.314,410.48,4e-05,3.821,0.114,0.1,0.005311,2.72666,4.04066
1.294,416.82,2.9999999999999997e-05,4.072,0.101,0.102,0.003314,2.98457,4.27857
1.288,415.55,2.9999999999999997e-05,4.05,0.09,0.102,0.0014010000000000001,2.9546900000000003,4.2426900000000005
1.257,414.39,2.9999999999999997e-05,3.962,0.105,0.101,0.000365,2.9122399999999997,4.169239999999999
1.231,411.85,2e-05,3.806,0.141,0.101,3.7e-05,2.81731,4.04831
1.212,406.99,2e-05,3.748,0.169,0.1,5e-06,2.80505,4.01705
1.195,409.21,4e-05,3.538,0.2,0.098,5e-06,2.64094,3.83594
1.154,433.08,2e-05,3.625,0.235,0.097,5e-06,2.80384,3.95784
1.135,432.66,2.9999999999999997e-05,3.474,0.251,0.099,5e-06,2.6887,3.8236999999999997
1.118,417.27,4e-05,3.443,0.25,0.1,7e-06,2.67455,3.7925500000000003
1.096,409.05,2.9999999999999997e-05,3.252,0.247,0.105,6e-06,2.5074699999999996,3.6034699999999997
1.088,405.67,2.9999999999999997e-05,3.218,0.236,0.096,3.1e-05,2.46164,3.54964
1.107,409.36,2.9999999999999997e-05,3.201,0.182,0.098,0.00023300000000000003,2.37379,3.48079
1.164,405.04,2.9999999999999997e-05,3.298,0.153,0.099,0.000825,2.3859299999999997,3.54993
1.228,410.2,2e-05,3.557,0.14,0.097,0.002109,2.56792,3.7959199999999997
1.276,414.95,2e-05,3.85,0.082,0.096,0.00423,2.75696,4.03296
1.314,420.64,5e-05,3.93,0.082,0.098,0.0069619999999999994,2.80309,4.11709
1.32,421.49,4e-05,3.981,0.135,0.099,0.009499,2.9057,4.2257
1.32,421.17,4e-05,4.001,0.188,0.099,0.011262000000000001,2.97944,4.29944
1.335,420.43,5e-05,3.987,0.236,0.099,0.012368,2.9994899999999998,4.33449
1.32,418.74,2.9999999999999997e-05,3.933,0.259,0.098,0.012467,2.9828,4.3028
1.316,415.9,2.9999999999999997e-05,3.967,0.276,0.097,0.011923,3.03672,4.35272
1.313,414.0,4e-05,3.967,0.266,0.098,0.010676999999999999,3.0273600000000003,4.34036
1.315,413.58,4e-05,3.947,0.251,0.102,0.00855,2.99354,4.30854
1.314,412.95,5e-05,4.031,0.226,0.101,0.005825,3.04939,4.36339
1.306,424.75,4e-05,4.196,0.201,0.1,0.003261,3.19402,4.50002
1.282,422.01,4e-05,4.147,0.19,0.078,0.001262,3.13387,4.41587
1.257,419.27,2.9999999999999997e-05,4.064,0.242,0.03,0.000304,3.0795100000000004,4.3365100000000005
1.248,415.69,2e-05,3.773,0.383,0.029,3.5999999999999994e-05,2.93682,4.18482
1.227,412.73,2.9999999999999997e-05,3.626,0.488,0.058,1.4999999999999999e-05,2.94414,4.17114
1.191,414.32,2.9999999999999997e-05,3.314,0.512,0.071,1.4e-05,2.70695,3.89795
1.151,406.73,4e-05,2.955,0.472,0.085,1.4e-05,2.35995,3.5109500000000002
1.106,397.05,2.9999999999999997e-05,2.82,0.399,0.097,1.3e-05,2.2104299999999997,3.3164299999999995
1.094,391.37,5e-05,2.738,0.352,0.101,1.2e-05,2.09717,3.1911700000000005
1.068,384.84,2.9999999999999997e-05,2.654,0.251,0.103,1.3e-05,1.94001,3.00801
1.027,382.74,5e-05,2.546,0.173,0.101,2.2e-05,1.79316,2.82016
1.007,405.05,5.9999999999999995e-05,3.05,0.114,0.1,0.000207,2.2568699999999997,3.26387
1.077,403.99,2.9999999999999997e-05,3.267,0.1,0.102,0.000833,2.39215,3.46915
1.165,408.94,2e-05,3.683,0.069,0.096,0.002101,2.6849600000000002,3.8499600000000003
1.229,419.36,2.9999999999999997e-05,3.956,0.026,0.094,0.004254,2.85104,4.08004
1.28,422.51,1e-05,4.107,0.01,0.094,0.007030000000000001,2.93807,4.21807
1.303,424.3,2e-05,4.125,0.018,0.094,0.009592,2.9421500000000003,4.245150000000001
1.333,423.57,2.9999999999999997e-05,3.971,0.043,0.098,0.011405,2.79054,4.12354
