consumption,price,unspecified,hydro,wind_onshore,thermal,solar,export/import
"-1,386","365,68",0.08,5018,741,110,0.983,4484.91
"-1,451","386,99",0.03,5260,581,112,2.263,4504.52
"-1,487","394,2",0.02,5191,431,87,4.323,4226.81
"-1,47","393,67",0.04,5017,370,65,6.652,3988.46
"-1,474","391,86",0.04,5073,359,21,9.036,3987.22
"-1,472","390,59",0.03,5054,384,23,10.345,3998.82
"-1,464","385,4",0.05,4907,428,15,10.631,3897.79
"-1,44","381,47",0.03,4885,415,14,9.922,3884.94
"-1,434","373,1",0.05,4936,412,15,9.597,3938.96
"-1,462","365,46",0.02,5015,423,16,7.678,3999.63
"-1,481","366,95",0.04,5164,363,14,6.232,4066.39
"-1,501","381,69",0.04,5210,324,15,4.188,4052.09
"-1,477","382,85",0.03,5197,315,15,2.337,4052.61
"-1,47","377,76",0.03,5268,302,14,1.032,4115.08
"-1,457","368,33",0.04,5121,333,14,0.318,4010.74
"-1,431","352,85",0.04,4939,466,14,0.058,3988.44
"-1,421","334,4",0.02,4876,499,14,0.013,3967.91
"-1,379","226,26",0.03,4546,479,14,0.014,3661.31
"-1,343","284,87",0.05,4366,448,19,0.018,3490.57
"-1,321","267,98",0.06,4148,465,23,0.016,3315.72
"-1,294","212,01",0.12,4013,422,24,0.018,3166.53
"-1,281","171,33",0.14,3933,320,24,0.025,2996.23
"-1,298","64,58",0.14,4032,246,23,0.081,3003.29
"-1,325","216,79",0.18,4320,176,24,0.401,3196.14
"-1,426","345,41",0.14,4862,68,24,1.159,3530.54
"-1,514","372,29",0.09,5169,49,24,2.464,3731.15
"-1,53","382,17",0.03,5138,35,23,4.215,3670.48
"-1,513","380,89",0.04,5310,48,23,5.822,3874.64
"-1,467","376,85",0.02,5352,106,22,7.618,4021.54
"-1,423","374,52",0.03,5342,158,45,7.655,4129.25
"-1,433","374,62",0.02,5238,181,69,7.228,4062.45
"-1,412","370,8",0.02,5208,255,89,5.347,4145.80
"-1,392","362,83",0.04,5220,356,93,3.580,4280.36
"-1,439","353,49",0.04,5088,446,96,2.874,4193.93
"-1,427","344,67",0.03,5172,479,97,2.177,4323.91
"-1,414","342,33",0.05,5168,597,100,1.894,4453.20
"-1,391","339,68",0.06,5115,553,97,0.913,4374.39
"-1,376","337,24",0.05,5136,669,96,0.409,4525.74
"-1,357","333,09",0.05,5022,772,96,0.139,4532.11
"-1,336","334,05",0.05,4983,825,98,0.035,4568.75
"-1,317","285,93",0.06,4911,951,96,0.013,4641.35
"-1,296","69,36",0.04,4111,995,89,0.012,3899.40
"-1,26","23,28",0.05,3377,1013,93,0.011,3223.10
"-1,226","28,7",0.05,3201,1003,94,0.009,3072.90
"-1,208","25,73",0.08,3095,847,95,0.005,2829.88
"-1,19","25,3",0.08,2938,696,93,0.007,2536.73
"-1,192","19,46",0.09,3015,480,99,0.055,2402.35
"-1,194","25,41",0.11,3455,306,97,0.332,2664.56
"-1,208","91,64",0.10,4168,180,96,0.941,3237.57
"-1,244","72,72",0.12,4619,76,91,2.148,3544.13
"-1,286","131,4",0.10,4912,34,89,4.127,3753.37
"-1,308","212,41",0.11,4955,25,89,6.431,3767.20
"-1,32","245,8",0.10,4971,48,98,9.076,3806.40
"-1,313","215,92",0.12,5011,98,97,10.776,3902.64
"-1,312","118,01",0.08,4719,165,97,11.537,3681.24
"-1,312","78,99",0.08,4654,279,97,11.414,3728.54
"-1,309","51,77",0.08,4630,352,98,9.345,3781.02
"-1,312","44,76",0.09,4593,455,103,7.454,3846.32
"-1,327","44,97",0.07,4658,552,98,7.079,3988.89
"-1,319","94,51",0.08,4705,704,100,5.200,4194.76
"-1,307","138,63",0.08,4826,667,98,2.885,4287.23
"-1,298","154,37",0.07,4868,702,91,1.221,4364.20
"-1,283","128,75",0.05,4705,751,92,0.332,4265.09
"-1,329","143,42",0.07,4693,909,99,0.053,4372.41
"-1,337","111,2",0.07,4537,999,92,0.020,4291.61
"-1,301","79,95",0.05,4198,1128,93,0.021,4118.17
"-1,26","83,5",0.06,3878,1136,99,0.022,3852.89
"-1,244","115,86",0.07,3675,1069,98,0.020,3597.80
"-1,226","114,05",0.08,3608,1054,91,0.007,3526.41
"-1,193","109,92",0.09,3718,976,97,0.014,3597.53
"-1,186","51,24",0.11,3747,900,96,0.078,3557.60
"-1,212","145,56",0.11,4009,797,97,0.420,3691.72
"-1,299","307,36",0.10,4537,533,97,1.080,3869.46
"-1,374","338,87",0.08,4793,282,98,2.398,3802.06
"-1,421","350,54",0.05,4961,244,100,4.498,3888.58
"-1,417","350,33",0.03,4895,405,96,6.283,3985.37
"-1,386","346,19",0.04,4875,635,93,7.415,4223.90
"-1,358","340,78",0.05,4890,698,99,8.347,4338.37
"-1,362","319,24",0.05,4878,831,94,7.843,4449.55
"-1,342","301,21",0.04,4867,956,96,9.280,4586.32
"-1,335","294,2",0.03,4740,846,92,8.461,4350.94
"-1,353","291,23",0.02,4831,847,90,5.939,4421.17
"-1,379","304,07",0.04,4864,785,101,4.427,4375.56
"-1,375","324,02",0.03,4860,686,97,3.065,4271.55
"-1,347","335,16",0.05,4864,573,97,2.184,4189.36
"-1,312","330,49",0.04,4985,515,97,0.773,4285.84
"-1,289","305,66",0.06,4869,350,98,0.149,4027.98
"-1,276","260,57",0.05,4691,277,96,0.033,3787.06
"-1,258","202,86",0.06,4639,321,95,0.022,3796.75
"-1,241","184,08",0.05,4481,305,95,0.015,3639.25
"-1,198","111,09",0.04,4183,289,95,0.014,3369.18
"-1,165","135,18",0.06,3935,367,95,0.002,3232.36
"-1,147","125,16",0.07,3779,367,98,0.002,3097.49
"-1,144","63,86",0.09,3554,364,97,0.005,2871.09
"-1,132","41,04",0.10,3266,515,97,0.039,2745.08
"-1,137","39,02",0.10,3330,498,96,0.233,2787.16
"-1,155","42,54",0.11,3496,312,97,0.733,2751.02
"-1,209","110,87",0.13,3960,175,97,1.798,3023.47
"-1,267","126,33",0.10,4122,114,95,3.439,3068.47
"-1,314","177,19",0.11,4239,128,93,5.554,3151.44
"-1,341","146,7",0.08,4069,183,95,7.353,3013.41
"-1,341","168,98",0.10,4237,250,96,9.433,3251.75
"-1,318","149,04",0.10,4147,294,97,10.547,3229.57
"-1,297","123,03",0.08,3982,364,96,10.563,3156.76
"-1,303","111,94",0.09,3760,384,95,9.625,2945.89
"-1,304","102,03",0.10,3546,379,89,8.910,2719.31
"-1,304","102,88",0.09,3496,389,90,7.601,2678.16
"-1,312","114,18",0.07,3856,348,93,5.253,2989.99
"-1,311","111,41",0.06,4196,400,94,3.172,3382.36
"-1,282","109,06",0.06,4171,377,97,1.416,3364.33
"-1,25","58,96",0.05,4092,414,104,0.414,3359.86
"-1,226","37,63",0.06,4058,465,111,0.075,3407.83
"-1,213","24,41",0.05,3854,542,106,0.020,3289.30
"-1,2","17,38",0.06,3747,543,104,0.017,3194.42
"-1,181","48,4",0.05,3418,538,102,0.012,2876.87
"-1,16","25,8",0.07,3000,578,104,0.011,2522.07
"-1,13","19,72",0.05,2628,518,104,0.006,2120.40
"-1,097","8,85",0.11,2188,581,103,0.007,1775.14
"-1,09","5,44",0.11,2114,770,107,0.034,1900.99
"-1,094","9,17",0.16,2211,882,107,0.194,2106.41
"-1,113","20,47",0.11,2497,649,108,0.834,2141.16
"-1,142","30,91",0.14,3164,594,108,2.404,2727.00
"-1,193","117,26",0.10,3772,692,110,4.514,3384.99
"-1,23","111,61",0.13,3952,701,111,6.466,3540.96
"-1,263","56,28",0.07,3949,767,97,6.825,3555.74
"-1,277","130,69",0.12,3972,1013,98,6.761,3812.80
"-1,264","155,64",0.11,4016,1142,98,6.896,3998.94
"-1,26","141,35",0.07,3985,1219,98,7.918,4049.89
"-1,265","155,32",0.06,3985,1272,97,7.815,4097.19
"-1,271","133,25",0.07,3996,1231,98,5.996,4060.66
"-1,293","125,04",0.07,4064,1167,97,5.663,4040.78
"-1,294","142,2",0.05,4027,1066,96,3.847,3898.86
"-1,291","188,26",0.03,4267,982,96,2.498,4056.34
"-1,282","217,14",0.07,4337,883,98,0.980,4036.73
"-1,253","192,84",0.03,4427,822,98,0.222,4094.13
"-1,237","208,19",0.02,4352,970,102,0.043,4187.33
"-1,209","157,66",0.01,4198,1057,100,0.005,4146.35
"-1,173","101,59",0.03,4016,997,99,0.001,3939.92
"-1,163","18,76",0.01,3061,968,100,0.002,2966.22
"-1,167","12,37",0.04,2613,1026,98,0.002,2570.18
"-1,173","15,88",0.03,2748,1047,100,0.002,2721.49
"-1,168","17,59",0.11,2824,1041,99,0.007,2796.34
"-1,164","17,16",0.07,3078,999,103,0.076,3016.44
"-1,201","32,83",0.08,3935,834,105,0.329,3673.67
"-1,312","267,89",0.04,4542,701,89,0.860,4021.65
"-1,39","320,12",0.05,4693,650,90,1.959,4046.03
"-1,414","330,03",0.04,4783,685,103,3.721,4160.69
"-1,409","329,61",0.03,4753,761,107,5.268,4217.78
"-1,438","320,44",0.04,4852,874,114,6.433,4408.28
"-1,43",315,0.02,4884,912,112,6.645,4483.67
"-1,427","305,84",0.03,4678,941,111,7.451,4310.43
"-1,409","289,21",0.02,4672,982,122,7.808,4375.65
"-1,418","291,02",0.05,4673,988,126,7.475,4376.53
"-1,431","292,62",0.04,4784,972,122,5.662,4452.85
"-1,429","299,33",0.04,4828,972,123,4.265,4498.85
"-1,412","327,9",0.02,4928,918,126,2.923,4562.89
"-1,387","342,29",0.03,4802,826,130,1.680,4372.29
"-1,378","342,19",0.03,4891,814,119,0.873,4446.21
"-1,369","309,46",0.03,4940,725,115,0.358,4410.56
"-1,346","258,93",0.03,4926,634,121,0.063,4335.06
"-1,321","201,9",0.04,4731,631,112,0.006,4152.78
"-1,297","140,71",0.03,4665,665,107,0.002,4139.46
"-1,247","158,41",0.03,4425,710,101,0.002,3988.66
"-1,226","103,3",0.03,4327,739,98,0.002,3938.27
"-1,203","107,03",0.04,4184,707,105,0.002,3792.32
"-1,168","46,9",0.06,4096,655,101,0.008,3684.76
"-1,186","34,22",0.05,4144,514,111,0.075,3582.45
"-1,216","123,76",0.07,4590,290,106,0.388,3770.73
"-1,297","339,41",0.05,4805,175,103,1.120,3787.77
"-1,387","362,76",0.05,4875,151,102,2.241,3743.97
"-1,417","374,81",0.02,4882,128,113,3.906,3709.77
"-1,407","369,26",0.03,4812,123,98,6.673,3632.51
"-1,408","365,96",0.03,4741,107,98,8.844,3546.82
"-1,402","360,09",0.04,4765,114,94,10.018,3581.65
"-1,41","357,11",0.04,4813,89,93,10.723,3595.71
"-1,397","355,3",0.04,4817,88,99,10.746,3618.50
"-1,388","355,72",0.03,4877,110,101,10.073,3710.23
"-1,383","337,07",0.03,4823,127,100,8.937,3676.44
"-1,373","324,92",0.04,4858,153,98,7.707,3743.20
"-1,351","338,56",0.03,4888,157,99,5.925,3798.46
"-1,348","342,08",0.03,4869,194,97,3.583,3816.48
"-1,35","339,09",0.03,4850,188,92,1.570,3782.03
"-1,332","299,65",0.02,4597,220,81,0.472,3566.51
"-1,328","220,98",0.03,4545,324,69,0.110,3609.26
"-1,312","82,83",0.03,4401,470,74,0.009,3632.62
"-1,286","35,82",0.03,4155,627,78,0.002,3574.80
"-1,271","21,9",0.03,3608,663,75,0.002,3075.47
"-1,246","26,28",0.03,3502,668,76,0.002,3000.92
"-1,26","23,83",0.04,3440,650,80,0.004,2909.98
"-1,274","25,75",0.07,3443,569,78,0.011,2816.45
"-1,281","22,22",0.06,3553,445,77,0.114,2794.65
"-1,325","136,76",0.08,4109,385,78,0.416,3247.25
"-1,412","306,65",0.06,4691,318,81,0.919,3678.91
"-1,48","352,37",0.03,4793,314,81,1.809,3710.38
"-1,494","362,63",0.02,4777,344,79,3.486,3709.98
"-1,467","362,42",0.02,4825,366,79,5.559,3808.21
"-1,467","364,77",0.03,4901,352,82,6.820,3875.19
"-1,46","363,59",0.04,4886,341,89,7.315,3863.13
"-1,459","361,78",0.02,4896,311,98,7.908,3854.37
"-1,45","360,5",0.05,4941,326,94,7.782,3919.53
"-1,449","360,07",0.03,4921,354,86,6.789,3920.25
"-1,414","352,59",0.03,4921,359,97,5.609,3968.34
"-1,426","346,07",0.02,4929,338,93,3.365,3937.14
"-1,429","343,08",0.02,4982,316,93,1.681,3964.34
"-1,411","337,74",0.02,4897,351,94,0.806,3931.15
"-1,404","336,67",0.05,4926,393,95,0.339,4009.34
"-1,398","321,71",0.02,4818,434,91,0.087,3945.38
"-1,38","316,26",0.02,4782,510,87,0.018,3999.20
"-1,351","289,12",0.02,4493,673,88,0.004,3903.01
"-1,319","201,83",0.03,4344,718,89,0.005,3831.46
"-1,271","32,7",0.02,4024,718,86,0.003,3557.30
"-1,244","106,99",0.01,3880,685,88,0.002,3409.57
"-1,232","167,27",0.01,3783,707,89,0.003,3346.90
"-1,245","154,55",0.06,3753,702,87,0.003,3296.79
"-1,265","112,01",0.04,3878,646,88,0.022,3347.64
"-1,311","257,47",0.07,4296,611,89,0.143,3685.00
"-1,418","335,71",0.04,4837,623,93,0.346,4135.43
"-1,501","359,11",0.04,5109,622,92,0.555,4322.55
"-1,541","380,38",0.02,5034,601,93,0.750,4188.50
"-1,527","374,08",0.03,5022,736,86,0.753,4317.52
"-1,545","351,63",0.01,4970,917,86,0.760,4428.96
"-1,557","326,84",0.02,4973,1245,88,0.818,4749.81
"-1,532","313,8",0.02,4961,1366,86,1.196,4882.84
"-1,518","307,06",0.02,4923,1394,88,1.204,4888.11
"-1,517","315,93",0.01,4919,1255,94,1.051,4751.85
"-1,541","320,96",0.01,4946,991,85,0.583,4482.29
"-1,534","332,5",0.03,5025,760,86,0.369,4337.96
"-1,525","352,38",0.04,5172,567,86,0.162,4299.93
"-1,501","361,68",0.03,5124,502,92,0.087,4218.30
"-1,486","358,04",0.05,5224,535,86,0.035,4359.92
"-1,461","346,5",0.02,5026,505,89,0.012,4158.96
"-1,437","352,38",0.04,4929,525,91,0.004,4108.37
"-1,409","345,22",0.04,4898,494,94,0.001,4076.57
"-1,365","327,16",0.06,4663,430,93,0.002,3820.30
"-1,319","303,16",0.04,4363,450,91,0.007,3585.47
"-1,292","278,12",0.04,4022,377,92,0.006,3198.21
"-1,272","267,63",0.04,3967,331,89,0.007,3115.91
"-1,255","242,48",0.06,3912,340,89,0.007,3086.00
"-1,248","247,3",0.07,4021,337,89,0.010,3198.39
"-1,292","306,16",0.09,4380,318,91,0.027,3498.31
"-1,419","341,79",0.06,4895,289,90,0.052,3855.08
"-1,507","353,88",0.05,5084,241,91,0.090,3909.77
"-1,529","370,04",0.01,5068,188,93,0.234,3821.07
"-1,534","365,76",0.01,5137,136,92,0.446,3832.12
"-1,55","365,87",0.02,5122,73,91,0.685,3737.26
"-1,554","369,61",0.02,5256,44,91,0.901,3837.10
"-1,548","362,76",0.01,5204,27,94,1.154,3779.11
"-1,53","346,82",0.01,5218,30,90,1.465,3809.71
"-1,51","345,86",0.02,5248,31,93,1.821,3863.06
"-1,473","352,06",0.03,5202,23,95,1.939,3849.11
"-1,449","342,65",0.02,5174,22,92,1.594,3840.47
"-1,443","351,42",0.03,5188,31,91,1.307,3868.49
"-1,417","352,6",0.04,5089,46,91,0.938,3809.55
"-1,372","351,21",0.06,5066,42,97,0.490,3833.18
"-1,345","336,44",0.04,4954,58,106,0.177,3772.87
"-1,318","331,09",0.04,4839,97,103,0.032,3721.22
"-1,308","323,81",0.05,4653,133,102,0.004,3579.82
"-1,276","297,7",0.03,4437,194,103,0.002,3458.45
"-1,245","299,4",0.04,3874,305,105,0.004,3038.62
"-1,237","291,31",0.06,3671,310,106,0.003,2850.13
"-1,229","244,48",0.11,3602,349,104,0.003,2826.53
"-1,213","212,97",0.09,3528,382,104,0.005,2802.29
"-1,19","192,43",0.13,3430,358,103,0.034,2700.72
"-1,199","211,91",0.13,3487,279,103,0.208,2670.96
"-1,218","228,3",0.13,3902,234,99,0.723,3018.14
"-1,235","261,72",0.12,4397,180,98,1.450,3440.90
"-1,278","303,44",0.12,4555,164,95,2.511,3538.74
"-1,31","314,62",0.10,4876,141,95,3.684,3805.74
"-1,307","313,02",0.09,4777,95,80,5.190,3650.58
"-1,287","292,37",0.08,4663,75,86,6.109,3543.25
"-1,331","270,13",0.09,4597,87,90,7.049,3450.09
"-1,322","265,34",0.09,4572,76,85,7.567,3418.39
"-1,333","250,54",0.10,4463,100,81,8.526,3319.38
"-1,324","251,61",0.11,4470,78,89,8.325,3320.97
"-1,333","258,85",0.11,4379,57,88,7.784,3198.82
"-1,316","300,89",0.11,4546,39,86,5.868,3360.43
"-1,295","303,76",0.09,4811,46,86,3.531,3651.35
"-1,272","290,67",0.09,4864,64,88,1.629,3745.33
"-1,249","254,69",0.09,4738,87,88,0.477,3663.62
"-1,224","240,65",0.10,4547,112,89,0.087,3524.05
"-1,222","204,56",0.11,4335,161,90,0.007,3364.13
"-1,226","164,33",0.11,4052,186,89,0.002,3102.28
"-1,212","232,77",0.09,3677,195,90,0.002,2750.88
"-1,2","220,95",0.11,3449,169,92,0.002,2509.35
"-1,201","210,73",0.12,3397,141,92,0.002,2429.34
"-1,176","186,35",0.13,3331,99,92,0.010,2345.91
"-1,161","150,04",0.12,3289,66,92,0.090,2285.75
"-1,158","191,35",0.15,3532,52,94,0.440,2521.10
"-1,162","212,33",0.14,3797,29,96,1.277,2760.21
"-1,184","269,51",0.13,3956,16,96,2.907,2887.09
"-1,208","294,64",0.15,4013,53,93,5.251,2956.17
"-1,254","298,58",0.14,4186,79,93,7.921,3110.88
"-1,287","292,19",0.15,4470,97,93,10.181,3383.10
"-1,286","297,94",0.15,4456,96,94,11.468,3371.33
"-1,267","289,32",0.14,4349,110,93,11.869,3296.41
"-1,251","254,71",0.15,4459,148,82,11.212,3449.85
"-1,246","245,98",0.16,4435,200,77,10.369,3476.23
"-1,261","262,48",0.15,4330,268,86,9.319,3432.07
"-1,3","267,91",0.15,4479,380,89,7.270,3655.78
"-1,304","275,9",0.13,4613,384,90,4.483,3787.34
"-1,281","298,37",0.14,4618,378,88,2.476,3806.46
"-1,273","305,61",0.10,4721,361,91,0.857,3901.33
"-1,257","297,3",0.11,4692,398,91,0.247,3923.65
"-1,248","291,55",0.11,4496,516,84,0.058,3847.73
"-1,211","273,24",0.12,4181,549,86,0.009,3604.11
"-1,183","212,65",0.07,4034,593,84,0.002,3528.46
"-1,164","194,55",0.08,3561,507,84,0.003,2987.61
"-1,144","181,34",0.10,3339,423,86,0.001,2703.58
"-1,115","183,58",0.11,3325,359,84,0.002,2653.12
"-1,102","167,5",0.12,3209,405,84,0.008,2596.83
"-1,112","125,01",0.10,3341,391,86,0.091,2706.88
"-1,146","273,45",0.14,3766,416,84,0.367,3119.38
"-1,266","332,98",0.10,4694,302,84,0.938,3814.95
"-1,355","354,8",0.07,5144,236,83,1.725,4109.58
"-1,4","371,2",0.03,5204,188,83,3.068,4078.53
"-1,413","369,29",0.04,5224,172,83,4.439,4070.83
"-1,427","357,04",0.02,5294,192,80,6.151,4145.29
"-1,433","347,35",0.06,5293,286,84,7.570,4237.36
"-1,422","350,33",0.05,5329,317,87,8.333,4318.66
"-1,409","345,22",0.05,5352,347,91,9.687,4390.52
"-1,358","347,56",0.04,5349,400,37,9.137,4437.01
"-1,365","337,13",0.03,5237,489,31,8.563,4401.57
"-1,387","327,33",0.04,5186,511,45,6.870,4361.24
"-1,36","332,98",0.03,5219,481,74,4.698,4418.42
"-1,34",335,0.02,5195,524,78,2.812,4459.36
"-1,336","334,57",0.05,5164,470,77,1.470,4376.40
"-1,31","316,9",0.04,5041,410,83,0.467,4224.24
"-1,271","300,07",0.03,4876,379,85,0.085,4068.82
"-1,237","247,47",0.03,4556,410,84,0.009,3812.45
"-1,203","210,2",0.02,4359,485,82,0.003,3723.54
"-1,175","189,26",0.08,3895,489,82,0.003,3291.11
"-1,112","189,04",0.10,3674,483,85,0.003,3130.02
"-1,111","172,64",0.11,3574,465,82,0.003,3009.22
"-1,106","150,06",0.20,3517,478,85,0.011,2972.98
"-1,128","107,57",0.04,3607,474,89,0.087,3041.98
"-1,17","234,95",0.04,4044,546,96,0.463,3516.18
"-1,28","334,42",0.04,4918,560,94,1.187,4293.48
"-1,354","352,85",0.03,5198,525,96,2.588,4468.72
"-1,394","370,1",0.04,5153,593,94,4.883,4450.74
"-1,398","381,28",0.03,5279,560,92,7.335,4541.13
"-1,396","379,15",0.04,5291,640,94,9.239,4637.47
"-1,397","371,91",0.03,5203,741,89,9.502,4645.67
"-1,364","367,01",0.03,5134,824,82,8.383,4685.18
"-1,354",357,0.02,5194,939,85,7.877,4872.52
"-1,351","349,87",0.03,5241,1030,83,7.794,5011.37
"-1,357","331,87",0.04,5116,1044,83,7.719,4893.48
"-1,355","313,55",0.04,5144,957,79,5.734,4830.94
"-1,345","323,77",0.03,5160,769,79,3.694,4667.11
"-1,314","335,49",0.04,5141,696,87,2.085,4612.55
"-1,303","334,64",0.03,5192,589,89,0.852,4567.35
"-1,28","312,91",0.04,4960,435,91,0.339,4205.69
"-1,26","296,93",0.03,4919,465,86,0.101,4209.56
"-1,229","264,34",0.03,4775,500,83,0.014,4129.36
"-1,19","218,55",0.04,4392,602,85,0.003,3888.82
"-1,161","43,62",0.03,3949,667,91,0.006,3545.80
"-1,145","149,79",0.05,3729,685,97,0.002,3365.10
"-1,14","187,13",0.05,3698,737,99,0.003,3392.96
"-1,159","178,3",0.08,3702,738,92,0.010,3373.34
"-1,17","149,04",0.07,3974,569,89,0.075,3462.99
"-1,201","265,11",0.09,4207,394,92,0.399,3491.82
"-1,316","341,07",0.03,4715,296,96,1.089,3792.64
"-1,397",360,0.04,5133,260,99,2.575,4098.51
"-1,44","367,02",0.04,5155,223,95,5.014,4037.62
"-1,439","366,92",0.04,5257,233,96,7.253,4153.39
"-1,44","370,96",0.04,5197,256,96,8.954,4118.44
"-1,447","369,68",0.05,5156,238,96,9.476,4052.81
"-1,456","374,9",0.05,5064,208,93,9.429,3918.72
"-1,44","372,02",0.03,5166,191,94,9.443,4020.45
"-1,457","372,34",0.04,5292,161,96,8.053,4100.40
"-1,449","355,32",0.03,5260,148,105,7.169,4071.16
"-1,411","344,47",0.06,5252,104,103,6.231,4055.11
"-1,382","345,54",0.08,5289,73,100,4.354,4084.96
"-1,336","349,26",0.06,5283,55,97,2.477,4101.61
"-1,317","351,17",0.07,5382,36,103,1.108,4205.92
"-1,307","343,51",0.04,5350,40,107,0.355,4190.45
"-1,287","335,85",0.06,5154,85,106,0.053,4057.48
"-1,275","321,28",0.06,5016,141,96,0.005,3976.97
"-1,249","307,02",0.05,4738,238,95,0.004,3821.88
"-1,231","309,4",0.04,4472,327,107,0.003,3674.27
"-1,199","303,85",0.04,4200,336,102,0.007,3438.65
"-1,183","292,2",0.10,4207,380,98,0.006,3502.93
"-1,163","267,94",0.07,4017,424,102,0.009,3379.71
"-1,172","199,86",0.09,4190,543,90,0.044,3651.91
"-1,199","246,35",0.11,4486,629,76,0.150,3992.65
"-1,316","328,21",0.10,5071,742,72,0.352,4568.99
"-1,405","345,53",0.07,5448,854,59,0.659,4957.66
"-1,449","347,13",0.04,5502,900,68,1.136,5022.06
"-1,436","340,93",0.03,5620,720,60,1.751,4965.58
"-1,458","339,22",0.03,5600,716,64,2.754,4925.29
"-1,453","335,05",0.06,5540,818,54,3.891,4962.41
"-1,448","334,63",0.04,5468,912,61,5.051,4998.29
"-1,432","330,89",0.04,5506,926,60,4.784,5065.21
"-1,442","330,78",0.04,5420,875,57,5.223,4914.51
"-1,367","327,14",0.06,5210,854,49,4.355,4750.25
"-1,343","322,44",0.06,5284,697,46,2.376,4686.38
"-1,295","322,87",0.05,5486,617,43,0.951,4851.55
"-1,11","326,5",0.05,5526,631,37,0.386,5084.52
"-1,18","326,82",0.08,5508,597,30,0.225,4954.89
"-1,213","318,7",0.07,5363,532,35,0.116,4716.86
"-1,22","304,17",0.07,5198,522,38,0.028,4537.74
"-1,19","271,25",0.05,5050,561,37,0.007,4458.46
"-1,175","181,15",0.08,4518,531,46,0.005,3919.54
"-1,148","264,96",0.05,3749,580,54,0.004,3234.98
"-1,128","247,18",0.06,3359,566,69,0.007,2865.79
"-1,128","217,27",0.11,3249,543,83,0.007,2747.35
"-1,121","199,7",0.13,3166,562,95,0.012,2702.89
"-1,122","149,67",0.10,3276,508,97,0.057,2759.17
"-1,129","256,87",0.13,3561,370,99,0.262,2901.85
"-1,184","292,21",0.14,4093,331,100,0.699,3341.45
"-1,225","300,62",0.11,4417,315,97,1.651,3606.33
"-1,27","318,5",0.14,4651,330,99,3.030,3813.08
"-1,313","322,87",0.12,4809,348,103,4.697,3951.98
"-1,346","330,53",0.11,4923,398,104,6.470,4085.44
"-1,348","334,15",0.12,4958,419,107,8.008,4143.78
"-1,331","334,15",0.10,4953,419,113,8.521,4162.97
"-1,321","314,03",0.09,4984,450,110,8.804,4232.06
"-1,31","303,71",0.13,4892,480,111,9.225,4182.99
"-1,299","295,62",0.11,4687,488,112,7.689,3994.26
"-1,312","302,22",0.12,4658,522,114,5.915,3988.01
"-1,304","302,43",0.12,4714,526,111,4.199,4051.42
"-1,272","303,81",0.11,4637,570,115,2.188,4052.30
"-1,234","298,92",0.14,4672,555,117,1.158,4111.34
"-1,229","266,24",0.11,4489,613,114,0.351,3987.45
"-1,213","273,05",0.14,4452,630,113,0.055,3982.69
"-1,199","262,94",0.13,4276,639,111,0.009,3827.12
"-1,205","223,76",0.15,3851,790,112,0.011,3548.27
"-1,2","265,59",0.12,3422,753,112,0.009,3085.97
"-1,17","224,4",0.13,3169,755,114,0.008,2868.78
"-1,135","159,44",0.14,3003,843,115,0.008,2826.16
"-1,116","30,89",0.14,2867,997,114,0.011,2862.11
"-1,117","15,92",0.12,2351,1115,113,0.073,2463.33
"-1,108","25,48",0.15,2605,1164,112,0.275,2774.11
"-1,114","159,44",0.14,3052,1333,115,0.699,3386.19
"-1,152","253,91",0.15,3172,1364,112,1.279,3497.42
"-1,196","245,31",0.14,3472,1473,115,2.859,3866.34
"-1,232","254,34",0.17,3766,1455,112,4.750,4105.81
"-1,261","262,19",0.13,3965,1468,115,6.247,4293.76
"-1,269","269,3",0.15,4078,1565,115,7.456,4495.71
"-1,275","264,31",0.12,4167,1703,115,8.812,4718.68
"-1,273","258,05",0.14,4062,1644,115,9.528,4557.31
"-1,258","258,05",0.11,3945,1629,113,9.150,4438.94
"-1,257","249,13",0.14,3837,1618,114,8.329,4321.11
"-1,257","246,27",0.12,4041,1507,115,7.240,4412.56
"-1,277","246,59",0.12,4239,1508,114,5.547,4590.22
"-1,25","249,45",0.08,4274,1458,113,3.433,4597.69
"-1,229","254,44",0.08,4187,1364,112,1.476,4435.78
"-1,242","251,15",0.07,4255,1284,110,0.528,4407.95
"-1,236","264,21",0.09,4264,1100,116,0.103,4244.28
"-1,233","264,95",0.07,4128,1186,113,0.021,4192.95
"-1,224","242,77",0.08,3940,1082,113,0.011,3911.47
"-1,221","227,22",0.08,3688,1066,112,0.008,3644.90
"-1,209","179,73",0.09,3420,1075,112,0.007,3398.56
"-1,192","149,25",0.09,3350,1068,113,0.008,3339.94
"-1,179","87,32",0.10,3351,1062,108,0.017,3342.53
"-1,17","52,16",0.09,3216,933,107,0.074,3085.58
"-1,154","149,46",0.11,3233,653,105,0.386,2838.19
"-1,155","219,67",0.08,3397,462,109,1.280,2814.74
"-1,19","232,53",0.11,3687,411,107,2.922,3018.22
"-1,213","273,85",0.10,3854,397,109,4.600,3151.53
"-1,251","273,21",0.10,4084,502,112,6.610,3453.59
"-1,282","269,49",0.06,4480,539,112,8.631,3857.72
"-1,281","256,75",0.10,4347,559,114,8.895,3749.15
"-1,281","234,12",0.08,4344,642,115,9.436,3828.60
"-1,281","231,57",0.06,4446,585,96,8.944,3855.96
